country,iso3,who.region,resource,unit_cost,cost.m,cost.sd
North Macedonia,MKD,EUR,Treatment for drug sensitive TB,c_dstb_tx,1716.33,1032.63
Northern Mariana Islands,MNP,WPR,Treatment for drug sensitive TB,c_dstb_tx,5540.95,2101.49
Norway,NOR,EUR,Treatment for drug sensitive TB,c_dstb_tx,20043.39,22564.14
Oman,OMN,EMR,Treatment for drug sensitive TB,c_dstb_tx,5642.46,7463.8
Pakistan,PAK,EMR,Treatment for drug sensitive TB,c_dstb_tx,75.53,14.26
Palau,PLW,WPR,Treatment for drug sensitive TB,c_dstb_tx,2404.16,1710.11
Panama,PAN,AMR,Treatment for drug sensitive TB,c_dstb_tx,1105.68,239.96
Papua New Guinea,PNG,WPR,Treatment for drug sensitive TB,c_dstb_tx,690.2,157.05
Paraguay,PRY,AMR,Treatment for drug sensitive TB,c_dstb_tx,2816.77,772.74
Peru,PER,AMR,Treatment for drug sensitive TB,c_dstb_tx,3633.6,1195.46
Philippines,PHL,WPR,Treatment for drug sensitive TB,c_dstb_tx,827.66,199.02
Poland,POL,EUR,Treatment for drug sensitive TB,c_dstb_tx,4717.45,3572.57
Portugal,PRT,EUR,Treatment for drug sensitive TB,c_dstb_tx,2246.42,1293.17
Puerto Rico,PRI,AMR,Treatment for drug sensitive TB,c_dstb_tx,6380.17,7639.42
Qatar,QAT,EMR,Treatment for drug sensitive TB,c_dstb_tx,6690.57,6209
Republic of Korea,KOR,WPR,Treatment for drug sensitive TB,c_dstb_tx,5027.26,2478.36
Republic of Moldova,MDA,EUR,Treatment for drug sensitive TB,c_dstb_tx,4205.72,1203.71
Romania,ROU,EUR,Treatment for drug sensitive TB,c_dstb_tx,3858.44,2940.74
Russian Federation,RUS,EUR,Treatment for drug sensitive TB,c_dstb_tx,8048.99,2223.18
Rwanda,RWA,AFR,Treatment for drug sensitive TB,c_dstb_tx,1174.94,246.61
Saint Kitts and Nevis,KNA,AMR,Treatment for drug sensitive TB,c_dstb_tx,10546.76,13203.27
Saint Lucia,LCA,AMR,Treatment for drug sensitive TB,c_dstb_tx,5174.13,3463.4
Saint Vincent and the Grenadines,VCT,AMR,Treatment for drug sensitive TB,c_dstb_tx,1122.51,685.75
Samoa,WSM,WPR,Treatment for drug sensitive TB,c_dstb_tx,512.07,73.48
San Marino,SMR,EUR,Treatment for drug sensitive TB,c_dstb_tx,9366.5,1369.82
Sao Tome and Principe,STP,AFR,Treatment for drug sensitive TB,c_dstb_tx,1715.03,534.21
Saudi Arabia,SAU,EMR,Treatment for drug sensitive TB,c_dstb_tx,5165.3,3271.87
Senegal,SEN,AFR,Treatment for drug sensitive TB,c_dstb_tx,268.11,36.25
Serbia,SRB,EUR,Treatment for drug sensitive TB,c_dstb_tx,2102.23,1299.81
Seychelles,SYC,AFR,Treatment for drug sensitive TB,c_dstb_tx,1552.82,921.85
Sierra Leone,SLE,AFR,Treatment for drug sensitive TB,c_dstb_tx,202.62,39.66
Singapore,SGP,WPR,Treatment for drug sensitive TB,c_dstb_tx,10014.06,5369.64
Sint Maarten (Dutch part),SXM,AMR,Treatment for drug sensitive TB,c_dstb_tx,5393.22,2134.15
Slovakia,SVK,EUR,Treatment for drug sensitive TB,c_dstb_tx,3743.92,3718.83
Slovenia,SVN,EUR,Treatment for drug sensitive TB,c_dstb_tx,5133.22,3944.14
Solomon Islands,SLB,WPR,Treatment for drug sensitive TB,c_dstb_tx,1589.79,698.01
Somalia,SOM,EMR,Treatment for drug sensitive TB,c_dstb_tx,128.65,23.75
South Africa,ZAF,AFR,Treatment for drug sensitive TB,c_dstb_tx,592.4,84.55
South Sudan,SSD,AFR,Treatment for drug sensitive TB,c_dstb_tx,105.76,19.94
Spain,ESP,EUR,Treatment for drug sensitive TB,c_dstb_tx,8025.3,7117.69
Sri Lanka,LKA,SEA,Treatment for drug sensitive TB,c_dstb_tx,1054.2,267.5
Sudan,SDN,EMR,Treatment for drug sensitive TB,c_dstb_tx,148.83,25.17
Suriname,SUR,AMR,Treatment for drug sensitive TB,c_dstb_tx,4796.84,1897.39
Sweden,SWE,EUR,Treatment for drug sensitive TB,c_dstb_tx,5449.33,4313.39
Switzerland,CHE,EUR,Treatment for drug sensitive TB,c_dstb_tx,11562.45,13784.52
Syrian Arab Republic,SYR,EMR,Treatment for drug sensitive TB,c_dstb_tx,1215.24,577.04
Tajikistan,TJK,EUR,Treatment for drug sensitive TB,c_dstb_tx,1006.8,321.24
Thailand,THA,SEA,Treatment for drug sensitive TB,c_dstb_tx,289.58,109.04
Timor-Leste,TLS,SEA,Treatment for drug sensitive TB,c_dstb_tx,312.05,71.99
Togo,TGO,AFR,Treatment for drug sensitive TB,c_dstb_tx,407.66,90.55
Tokelau,TKL,WPR,Treatment for drug sensitive TB,c_dstb_tx,1665.58,505.57
Tonga,TON,WPR,Treatment for drug sensitive TB,c_dstb_tx,566.05,80.69
Trinidad and Tobago,TTO,AMR,Treatment for drug sensitive TB,c_dstb_tx,3084.28,3010.12
Tunisia,TUN,EMR,Treatment for drug sensitive TB,c_dstb_tx,727.92,189.49
Turkey,TUR,EUR,Treatment for drug sensitive TB,c_dstb_tx,999.79,331.48
Turkmenistan,TKM,EUR,Treatment for drug sensitive TB,c_dstb_tx,2393.58,1447.97
Turks and Caicos Islands,TCA,AMR,Treatment for drug sensitive TB,c_dstb_tx,4791.95,2025.05
Tuvalu,TUV,WPR,Treatment for drug sensitive TB,c_dstb_tx,556.85,117.47
Uganda,UGA,AFR,Treatment for drug sensitive TB,c_dstb_tx,220.11,45.94
Ukraine,UKR,EUR,Treatment for drug sensitive TB,c_dstb_tx,2417.7,1258.11
United Arab Emirates,ARE,EMR,Treatment for drug sensitive TB,c_dstb_tx,13393.08,14086.6
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,Treatment for drug sensitive TB,c_dstb_tx,11908.77,11764.2
United Republic of Tanzania,TZA,AFR,Treatment for drug sensitive TB,c_dstb_tx,288.69,58.1
United States of America,USA,AMR,Treatment for drug sensitive TB,c_dstb_tx,13006.3,7532.59
Uruguay,URY,AMR,Treatment for drug sensitive TB,c_dstb_tx,7519.15,2700.98
Uzbekistan,UZB,EUR,Treatment for drug sensitive TB,c_dstb_tx,631.68,228.01
Vanuatu,VUT,WPR,Treatment for drug sensitive TB,c_dstb_tx,792.08,202.9
Venezuela (Bolivarian Republic of),VEN,AMR,Treatment for drug sensitive TB,c_dstb_tx,665.15,277.35
Viet Nam,VNM,WPR,Treatment for drug sensitive TB,c_dstb_tx,300.59,113.18
Wallis and Futuna Islands,WLF,WPR,Treatment for drug sensitive TB,c_dstb_tx,3250.75,612.7
Yemen,YEM,EMR,Treatment for drug sensitive TB,c_dstb_tx,92.37,16.51
Zambia,ZMB,AFR,Treatment for drug sensitive TB,c_dstb_tx,104.23,19.46
Zimbabwe,ZWE,AFR,Treatment for drug sensitive TB,c_dstb_tx,293.26,61.49
Afghanistan,AFG,EMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1808.36,379.67
Albania,ALB,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2270.75,1583.13
Algeria,DZA,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1518.09,557.68
American Samoa,ASM,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,3876.95,401.45
Andorra,AND,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,20461.77,10212.33
Angola,AGO,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,952.91,622.33
Anguilla,AIA,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,13277.28,6301.83
Antigua and Barbuda,ATG,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4681.22,518.35
Argentina,ARG,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,3419.07,4182.52
Armenia,ARM,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,5517.74,2047.72
Aruba,ABW,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,9238.82,1233.57
Australia,AUS,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,17626.83,15919.87
Austria,AUT,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,48872,57046.18
Azerbaijan,AZE,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,6848.63,2733.89
Bahamas,BHS,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,8745.49,1153.27
Bahrain,BHR,EMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,15854.73,19302.72
Bangladesh,BGD,SEA,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1525.46,418.35
Barbados,BRB,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4886.96,548.93
Belarus,BLR,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,24700.21,7067.8
Belgium,BEL,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,33575.72,30380.03
Belize,BLZ,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,3977.98,1556.33
Benin,BEN,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1312.22,656.21
Bermuda,BMU,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,42048.36,7660.65
Bhutan,BTN,SEA,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2049.74,1958.8
Bolivia (Plurinational State of),BOL,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4597.87,1613.04
Bosnia and Herzegovina,BIH,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,5359.68,6802.02
Botswana,BWA,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2087.6,600.59
Brazil,BRA,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,5255.27,2115.12
British Virgin Islands,VGB,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4455.32,1599.9
Brunei Darussalam,BRN,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,8405.96,1098.34
Bulgaria,BGR,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,8963.13,6093.22
Burkina Faso,BFA,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1027.49,236.01
Burundi,BDI,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,689.83,102.7
Cabo Verde,CPV,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2463.39,1143.22
Cambodia,KHM,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,725.4,103.46
Cameroon,CMR,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,988.65,767.55
Canada,CAN,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,21092.51,11180.89
Cayman Islands,CYM,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,41496.19,25947.5
Central African Republic,CAF,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1402.71,208.93
Chad,TCD,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,965.35,264.26
Chile,CHL,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,8516.27,3526.16
China,CHN,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4528.91,4622.55
"China, Hong Kong SAR",HKG,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,38630.8,26257.08
"China, Macao SAR",MAC,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,28957.49,30111.39
Colombia,COL,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,5074.44,1738.05
Comoros,COM,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1309.69,343.97
Congo,COG,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1310.45,233.5
Cook Islands,COK,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4414.88,479.14
Costa Rica,CRI,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,16974.76,7496.79
Côte d'Ivoire,CIV,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1966.96,618.63
Croatia,HRV,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,13768.47,11780.84
Cuba,CUB,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,10632.85,6439.64
Curaçao,CUW,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,10629.63,4783.38
Cyprus,CYP,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,26450.53,26857.33
Czechia,CZE,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,30091,49799.57
Democratic People's Republic of Korea,PRK,SEA,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1935.64,1763.78
Democratic Republic of the Congo,COD,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,760.05,97.33
Denmark,DNK,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,67531.6,86548.58
Djibouti,DJI,EMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,942.3,195.71
Dominica,DMA,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2501.14,216.75
Dominican Republic,DOM,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,7615.79,2415.06
Ecuador,ECU,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,6310.84,2603.54
Egypt,EGY,EMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2357.64,1249.01
El Salvador,SLV,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4880.65,1776.56
Equatorial Guinea,GNQ,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4106.23,5625.81
Eritrea,ERI,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,8062.35,11251.86
Estonia,EST,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,18716.08,19014.02
Eswatini,SWZ,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2569.94,481.84
Ethiopia,ETH,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,3777.16,722.54
Fiji,FJI,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,3360.14,1152.84
Finland,FIN,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,15925.99,24478.69
France,FRA,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,39145.8,43536.58
French Polynesia,PYF,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,13462.8,11176.07
Gabon,GAB,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1602.64,1120.46
Gambia,GMB,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1221.45,266.03
Georgia,GEO,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,6187.1,2215.87
Germany,DEU,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,46640.44,53899.38
Ghana,GHA,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,936.86,163.34
Greece,GRC,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,22528.97,26960.66
Greenland,GRL,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,55386.69,66376.33
Grenada,GRD,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,3813.32,1231.37
Guam,GUM,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,28727.43,15858.29
Guatemala,GTM,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,9129.29,3130.11
Guinea,GIN,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1299.51,329.9
Guinea-Bissau,GNB,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1185.29,249.74
Guyana,GUY,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1213.4,731.97
Haiti,HTI,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,3258.69,733.62
Honduras,HND,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4756.56,1703.47
Hungary,HUN,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,6258.02,7818.56
Iceland,ISL,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,60520.94,73867.68
India,IND,SEA,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2604.58,897.49
Indonesia,IDN,SEA,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2777.65,975.22
Iran (Islamic Republic of),IRN,EMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2758.35,956.06
Iraq,IRQ,EMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,716.07,97.4
Ireland,IRL,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,80171.33,99688.35
Israel,ISR,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,43916.3,50094.72
Italy,ITA,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,31578.01,33442.35
Jamaica,JAM,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1674.48,1103.83
Japan,JPN,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,13627.92,11357.89
Jordan,JOR,EMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,10551.36,6033.13
Kazakhstan,KAZ,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,17631.54,6861.63
Kenya,KEN,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,3263.56,1095.55
Kiribati,KIR,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1546.1,1234.59
Kuwait,KWT,EMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,13096.02,18709.39
Kyrgyzstan,KGZ,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2363.61,744.41
Lao People's Democratic Republic,LAO,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4358.66,3602.28
Latvia,LVA,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,17476.84,15970.33
Lebanon,LBN,EMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,5634.51,4204.97
Lesotho,LSO,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,647.44,53.08
Liberia,LBR,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,866.91,348.92
Libya,LBY,EMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2434.54,1315.91
Lithuania,LTU,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,46198.25,57834.26
Luxembourg,LUX,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,134409.28,195181.89
Madagascar,MDG,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,813.98,247.62
Malawi,MWI,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1480.68,255.21
Malaysia,MYS,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,5532.25,2105.03
Maldives,MDV,SEA,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,10355.8,4238.84
Mali,MLI,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,865.12,201.54
Malta,MLT,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,29721.03,32068.23
Marshall Islands,MHL,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1385.64,97.85
Mauritania,MRT,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,999.04,357.63
Mauritius,MUS,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,7831.33,10730.62
Mexico,MEX,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,10210.04,4582.02
Micronesia (Federated States of),FSM,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1497.4,608.43
Monaco,MCO,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,211637.33,325009.03
Mongolia,MNG,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4645.98,2017.62
Montenegro,MNE,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4886.64,6179.31
Montserrat,MSR,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2730.88,245.61
Morocco,MAR,EMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1343.4,452.5
Mozambique,MOZ,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,886.37,114.83
Myanmar,MMR,SEA,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,849.88,97.68
Namibia,NAM,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4830.35,2702.13
Nauru,NRU,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,4374.76,2340.13
Nepal,NPL,SEA,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,2122.68,593.59
Netherlands,NLD,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,63992.29,83871.12
New Caledonia,NCL,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,17818.12,16145.06
New Zealand,NZL,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,14257.94,12056.78
Nicaragua,NIC,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,20163.43,4368.2
Niger,NER,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,927.31,174.1
Nigeria,NGA,AFR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1502.76,357.25
Niue,NIU,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,6696.5,826.31
North Macedonia,MKD,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,5295,3789.09
Northern Mariana Islands,MNP,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,6426.46,784.12
Norway,NOR,EUR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,69291.33,86915.62
Oman,OMN,EMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,14699.61,22376.26
Pakistan,PAK,EMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,528.1,35.05
Palau,PLW,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,3907.14,3626.14
Panama,PAN,AMR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1869.76,568.39
Papua New Guinea,PNG,WPR,Treatment for fluoroquinolone resistant multi-drug resistant TB (0-4 years),c_mdrtb_tx1.04,1842.9,466.3
